0,4,65
1,4,46
2,3,58
3,2,50
4,3,34
5,3,37
6,3,42
7,5,39
8,3,60
9,4,51
10,1,43
11,1,49
12,3,57
13,5,51
14,4,52
15,3,74
16,4,50
17,4,44
18,2,57
19,3,48
20,2,44
21,1,63
22,3,50
23,4,35
24,4,64
25,2,50
26,1,55
27,3,69
28,3,41
29,4,35
30,3,57
31,4,49
32,3,63
33,4,57
34,3,46
35,3,45
36,4,62
37,1,36
38,3,53
39,3,57
40,3,54
41,2,52
42,2,44
43,5,43
44,3,36
45,5,67
46,2,34
47,2,61
48,1,57
49,3,56
50,4,46
51,3,32
52,3,43
53,3,66
54,1,46
55,3,61
56,4,49
57,4,68
58,3,44
59,3,38
60,3,54
61,5,44
62,3,50
63,4,46
64,5,36
65,1,67
66,2,44
67,2,57
68,4,49
69,3,46
70,3,58
71,3,50
72,4,60
73,2,49
74,5,35
75,3,36
76,3,56
77,3,44
78,3,49
79,4,49
80,3,36
81,3,27
82,3,30
83,2,65
84,1,56
85,1,66
86,3,32
87,1,49
88,2,57
89,3,51
90,3,51
91,1,52
92,4,58
93,3,32
94,2,29
95,4,50
96,4,48
97,4,50
98,3,60
99,3,33
100,2,63
101,3,47
102,4,34
103,2,58
104,2,46
105,3,65
106,3,37
107,3,57
108,3,22
109,2,52
110,2,65
111,2,36
112,1,51
113,5,48
114,2,70
115,1,33
116,3,68
117,3,42
118,3,41
119,4,44
120,3,38
121,1,25
122,3,49
123,3,68
124,3,51
125,5,50
126,2,54
127,4,59
128,2,55
129,4,52
130,3,40
131,2,38
132,4,59
133,1,49
134,4,47
135,2,41
136,3,46
137,2,46
138,5,59
139,3,57
140,3,46
141,5,30
142,4,47
143,5,64
144,2,55
145,2,51
146,4,47
147,4,57
148,3,32
149,5,66
150,4,65
151,4,77
152,4,46
153,1,28
154,4,50
155,1,60
156,1,52
157,2,41
158,3,37
159,3,40
160,4,45
161,3,44
162,4,57
163,3,39
164,3,51
165,2,54
166,5,39
167,2,56
168,3,38
169,4,54
170,3,44
171,4,29
172,3,34
173,2,48
174,2,50
175,3,41
176,5,57
177,3,35
178,4,42
179,3,41
180,5,42
181,1,72
182,1,59
183,3,49
184,3,54
185,1,58
186,4,53
187,2,42
188,3,50
189,3,49
190,5,45
191,4,47
192,2,40
193,5,62
194,2,61
195,3,55
196,3,51
197,4,62
198,3,57
199,3,55
200,2,40
201,4,57
202,1,51
203,5,43
204,3,48
205,3,46
206,3,57
207,3,47
208,3,59
209,3,52
210,5,54
211,3,52
212,5,47
213,3,57
214,2,68
215,3,49
216,4,35
217,4,55
218,2,67
219,3,51
220,3,55
221,4,40
222,5,42
223,3,53
224,3,57
225,3,55
226,3,41
227,3,60
228,4,46
229,3,50
230,3,51
231,3,56
232,5,63
233,2,61
234,4,35
235,3,52
236,3,34
237,3,57
238,3,54
239,3,64
240,1,57
241,3,49
242,5,49
243,4,48
244,3,57
245,4,46
246,3,55
247,2,60
248,3,39
249,4,47
250,4,39
251,2,41
252,1,57
253,4,24
254,3,51
255,2,47
256,3,47
257,5,34
258,4,35
259,5,59
260,3,59
261,3,49
262,3,45
263,1,43
264,5,64
265,2,60
266,1,44
267,4,28
268,3,52
269,4,43
270,3,46
271,4,41
272,5,61
273,3,61
274,1,62
275,3,47
276,3,44
277,3,44
278,3,44
279,3,45
280,1,37
281,1,65
282,2,53
283,5,37
284,2,57
285,5,39
286,4,36
287,2,59
288,3,67
289,3,45
290,3,47
291,3,40
292,3,51
293,4,69
294,4,56
295,2,42
296,5,67
297,3,51
298,5,46
299,3,56
300,1,64
301,3,52
302,3,58
303,2,40
304,4,51
305,1,48
306,4,63
307,1,34
308,3,37
309,3,63
310,3,29
311,1,63
312,5,28
313,3,38
314,1,39
315,2,62
316,4,42
317,3,53
318,4,74
319,1,47
320,3,40
321,4,56
322,5,57
323,4,32
324,2,52
325,4,33
326,3,64
327,4,41
328,2,70
329,3,64
330,2,66
331,4,46
332,1,49
333,4,63
334,2,56
335,4,52
336,3,60
337,4,48
338,3,54
339,1,56
340,2,44
341,2,42
342,2,40
343,3,45
344,3,49
345,3,60
346,2,59
347,1,64
348,3,49
349,4,47
350,4,38
351,5,24
352,3,52
353,4,53
354,4,53
355,3,56
356,4,22
357,2,65
358,4,35
359,4,50
360,4,57
361,5,54
362,3,41
363,3,53
364,4,63
365,2,49
366,3,48
367,3,48
368,3,57
369,3,68
370,3,33
371,2,57
372,2,44
373,3,53
374,3,65
375,3,31
376,3,43
377,2,51
378,3,43
379,3,64
380,3,36
381,3,51
382,3,62
383,3,51
384,1,29
385,4,41
386,3,51
387,4,50
388,4,43
389,3,81
390,5,49
391,2,45
392,3,49
393,2,51
394,5,28
395,4,53
396,2,47
397,3,52
398,4,72
399,5,39
400,4,49
401,4,56
402,2,39
403,2,38
404,4,52
405,2,42
406,3,62
407,3,27
408,1,55
409,3,53
410,3,42
411,2,51
412,3,50
413,5,31
414,2,61
415,2,41
416,3,54
417,5,61
418,3,36
419,3,56
420,3,63
421,3,40
422,2,48
423,2,73
424,3,49
425,5,34
426,4,66
427,3,53
428,5,42
429,3,36
430,1,50
431,3,61
432,2,25
433,4,58
434,3,50
435,3,54
436,2,61
437,4,63
438,4,66
439,4,54
440,1,39
441,1,47
442,5,73
443,2,51
444,3,42
445,4,57
446,3,50
447,4,37
448,3,48
449,3,53
450,3,49
451,4,56
452,1,61
453,3,41
454,3,61
455,3,52
456,4,69
457,5,47
458,3,42
459,3,53
460,3,44
461,4,76
462,2,29
463,3,56
464,4,37
465,2,31
466,2,55
467,3,34
468,4,41
469,5,41
470,4,44
471,5,54
472,3,36
473,2,38
474,4,55
475,2,53
476,3,66
477,5,47
478,1,45
479,2,46
480,1,48
481,1,29
482,2,47
483,4,46
484,5,60
485,4,49
486,4,71
487,3,56
488,3,58
489,2,39
490,3,47
491,2,41
492,2,45
493,3,63
494,3,68
495,4,44
496,4,45
497,3,37
498,3,49
499,3,60
500,3,65
501,2,62
502,4,37
503,1,62
504,2,49
505,3,59
506,2,46
507,2,65
508,1,41
509,2,41
510,4,22
511,4,54
512,2,60
513,4,46
514,4,50
515,3,45
516,3,36
517,3,62
518,3,48
519,3,29
520,4,49
521,3,64
522,3,69
523,5,42
524,2,57
525,1,36
526,5,41
527,3,51
528,5,44
529,3,45
530,1,35
531,2,62
532,3,41
533,5,42
534,3,59
535,3,41
536,2,57
537,3,47
538,5,52
539,3,54
540,1,30
541,3,60
542,4,56
543,5,56
544,4,62
545,4,62
546,3,41
547,3,36
548,5,33
549,2,53
550,2,51
551,2,62
552,5,55
553,4,52
554,1,48
555,3,63
556,4,45
557,4,53
558,2,55
559,3,38
560,2,50
561,2,53
562,5,59
563,4,42
564,3,59
565,2,30
566,3,61
567,4,59
568,1,48
569,3,36
570,3,44
571,3,38
572,2,57
573,2,61
574,2,45
575,3,49
576,4,37
577,2,50
578,4,41
579,3,46
