0,2,47
1,1,61
2,4,55
3,5,34
4,3,53
5,3,48
6,5,47
7,2,33
8,1,41
9,5,66
10,3,58
11,3,46
12,2,44
13,5,53
14,4,71
15,5,47
16,5,38
17,5,44
18,3,63
19,2,40
20,3,45
21,5,68
22,3,43
23,4,44
24,4,45
25,2,37
26,3,47
27,4,38
28,1,44
29,2,48
30,3,30
31,4,39
32,3,58
33,3,50
34,2,69
35,2,31
36,4,41
37,3,47
38,4,42
39,5,61
40,3,61
41,5,39
42,3,44
43,2,59
44,4,41
45,4,57
46,3,50
47,4,44
48,3,63
49,3,51
50,2,50
51,3,41
52,3,53
53,1,52
54,3,58
55,3,56
56,3,28
57,2,31
58,2,46
59,3,62
60,2,50
61,1,59
62,2,44
63,1,59
64,3,25
65,2,56
66,2,77
67,2,49
68,3,64
69,3,59
70,3,43
71,1,52
72,2,39
73,3,48
74,5,61
75,3,55
76,3,57
77,3,58
78,2,53
79,4,63
80,2,65
81,3,53
82,4,37
83,2,41
84,2,49
85,1,55
86,1,64
87,2,48
88,2,50
89,1,45
90,3,39
91,3,35
92,4,40
93,3,40
94,3,52
95,4,43
96,2,41
97,3,60
98,5,45
99,4,52
100,3,42
101,3,48
102,3,58
103,3,48
104,5,56
105,5,76
106,1,70
107,4,52
108,3,37
109,4,48
110,4,25
111,3,50
112,5,22
113,1,54
114,1,60
115,2,42
116,3,39
117,3,33
118,1,39
119,4,48
120,2,54
121,2,57
122,4,48
123,3,40
124,3,52
125,3,38
126,5,58
127,3,38
128,2,39
129,3,37
130,3,56
131,2,57
132,4,29
133,1,49
134,3,32
135,2,54
136,5,51
137,1,58
138,3,44
139,1,33
140,3,40
141,3,33
142,2,56
143,1,63
144,3,37
145,3,37
146,4,49
147,3,54
148,2,42
149,3,54
150,4,42
151,3,51
152,3,60
153,3,44
154,4,48
155,4,63
156,3,71
157,3,51
158,2,59
159,5,48
160,1,68
161,2,35
162,2,51
163,2,51
164,2,40
165,3,59
166,2,48
167,3,49
168,2,50
169,2,68
170,5,60
171,3,52
172,1,35
173,4,30
174,3,42
