0,384,7
384,0,15
0,257,7
257,0,0
0,5,7
5,0,9
0,6,4
6,0,11
0,7,12
7,0,14
0,392,1
392,0,20
0,10,10
10,0,14
0,140,7
140,0,3
0,142,10
142,0,7
0,16,12
16,0,9
0,743,8
743,0,18
0,19,11
19,0,7
0,20,8
20,0,8
0,21,8
21,0,8
0,150,8
150,0,6
0,23,8
23,0,16
0,24,14
24,0,7
0,28,4
28,0,19
0,29,15
29,0,12
0,517,10
517,0,12
0,544,10
544,0,9
0,33,6
33,0,11
0,219,1
219,0,10
0,37,14
37,0,2
0,532,15
532,0,9
0,924,16
924,0,18
0,683,13
683,0,3
0,840,17
840,0,7
0,301,11
301,0,17
0,46,6
46,0,5
0,47,5
47,0,8
0,456,7
456,0,8
0,790,15
790,0,0
0,908,15
908,0,8
0,308,17
308,0,6
0,54,9
54,0,19
0,841,14
841,0,12
0,56,1
56,0,11
0,57,0
57,0,15
0,186,7
186,0,12
0,707,13
707,0,10
0,830,10
830,0,7
0,64,10
64,0,9
0,65,8
65,0,18
0,195,11
195,0,8
0,390,16
390,0,11
0,289,12
289,0,5
0,275,13
275,0,0
0,73,5
73,0,6
0,202,11
202,0,7
0,207,4
207,0,16
0,593,2
593,0,9
0,978,8
978,0,10
0,675,9
675,0,6
0,212,5
212,0,4
0,87,4
87,0,3
0,217,11
217,0,9
0,90,5
90,0,6
0,91,0
91,0,8
0,351,4
351,0,11
0,760,9
760,0,11
0,483,9
483,0,10
0,869,4
869,0,8
0,321,12
321,0,7
0,491,12
491,0,22
0,620,14
620,0,2
0,238,11
238,0,3
0,174,1
174,0,10
0,241,8
241,0,12
0,114,9
114,0,17
0,115,9
115,0,18
0,244,8
244,0,15
0,628,7
628,0,10
0,504,15
504,0,5
0,494,6
494,0,2
0,635,5
635,0,10
0,767,9
767,0,3
1,5,6
5,1,7
1,6,0
6,1,7
1,7,6
7,1,7
1,8,21
8,1,8
1,9,13
9,1,16
1,10,4
10,1,15
1,12,5
12,1,5
1,525,9
525,1,10
1,14,11
14,1,0
1,15,6
15,1,12
1,16,14
16,1,14
1,856,16
856,1,19
1,18,11
18,1,22
1,21,1
21,1,18
1,22,9
22,1,5
1,23,11
23,1,3
1,27,10
27,1,12
1,30,4
30,1,12
1,34,7
34,1,3
1,39,4
39,1,20
1,49,16
49,1,2
1,563,5
563,1,15
1,53,23
53,1,4
1,567,10
567,1,16
1,58,1
58,1,11
1,59,7
59,1,11
1,60,11
60,1,12
1,65,0
65,1,6
1,578,15
578,1,8
1,67,15
67,1,3
1,76,5
76,1,8
1,79,15
79,1,5
1,80,6
80,1,16
1,595,15
595,1,13
1,84,6
84,1,10
1,697,14
697,1,10
1,88,3
88,1,14
1,90,18
90,1,5
1,94,13
94,1,12
1,97,14
97,1,7
1,98,13
98,1,16
1,120,8
120,1,18
1,633,14
633,1,9
1,122,18
122,1,9
1,639,5
639,1,15
1,655,11
655,1,5
1,147,11
147,1,11
1,150,17
150,1,2
1,154,8
154,1,12
1,177,6
177,1,14
1,182,16
182,1,16
1,185,13
185,1,16
1,702,10
702,1,10
1,200,14
200,1,18
1,210,17
210,1,6
1,214,15
214,1,10
1,727,9
727,1,5
1,216,10
216,1,11
1,689,2
689,1,11
1,734,10
734,1,11
1,232,10
232,1,12
1,748,14
748,1,12
1,239,5
239,1,5
1,755,3
755,1,9
1,247,7
247,1,9
1,761,4
761,1,15
1,259,10
259,1,13
1,781,8
781,1,10
1,272,7
272,1,13
1,793,0
793,1,6
1,288,12
288,1,4
1,802,16
802,1,15
1,296,10
296,1,13
1,299,13
299,1,4
1,301,4
301,1,1
1,814,8
814,1,7
1,815,14
815,1,8
1,311,6
311,1,14
1,312,7
312,1,17
1,315,4
315,1,15
1,327,16
327,1,3
1,328,17
328,1,10
1,841,15
841,1,11
1,55,20
55,1,11
1,337,15
337,1,1
1,853,0
853,1,10
1,344,0
344,1,6
1,355,9
355,1,10
1,360,4
360,1,11
1,385,4
385,1,5
1,904,6
904,1,10
1,945,10
945,1,10
1,434,16
434,1,3
1,435,9
435,1,7
1,439,12
439,1,0
1,441,9
441,1,4
1,867,6
867,1,10
1,969,12
969,1,13
1,984,11
984,1,11
1,591,6
591,1,16
1,482,12
482,1,15
1,484,10
484,1,6
2,129,8
129,2,10
2,642,10
642,2,0
2,5,6
5,2,7
2,6,12
6,2,13
2,7,11
7,2,10
2,8,5
8,2,0
2,9,6
9,2,0
2,10,6
10,2,12
2,523,16
523,2,14
2,12,5
12,2,13
2,17,15
17,2,12
2,18,5
18,2,7
2,448,9
448,2,3
2,21,10
21,2,11
2,22,5
22,2,12
2,153,0
153,2,6
2,26,1
26,2,4
2,27,8
27,2,17
2,157,12
157,2,4
2,849,11
849,2,13
2,415,14
415,2,14
2,160,2
160,2,19
2,804,12
804,2,0
2,39,20
39,2,6
2,40,0
40,2,8
2,41,3
41,2,9
2,44,18
44,2,11
2,174,6
174,2,20
2,530,16
530,2,2
2,181,17
181,2,7
2,700,6
700,2,20
2,189,0
189,2,10
2,64,7
64,2,2
2,323,11
323,2,8
2,197,13
197,2,3
2,199,5
199,2,2
2,907,3
907,2,11
2,201,13
201,2,10
2,717,7
717,2,16
2,81,7
81,2,0
2,82,5
82,2,13
2,84,0
84,2,15
2,85,8
85,2,9
2,347,7
347,2,1
2,92,15
92,2,11
2,250,13
250,2,1
2,991,5
991,2,8
2,337,5
337,2,7
2,104,3
104,2,12
2,105,12
105,2,14
2,748,15
748,2,23
2,109,7
109,2,10
2,168,18
168,2,10
2,246,16
246,2,12
2,122,0
122,2,13
2,895,15
895,2,12
2,893,2
893,2,5
2,638,5
638,2,8
2,767,3
767,2,13
3,900,0
900,3,9
3,5,10
5,3,11
3,6,11
6,3,0
3,7,12
7,3,11
3,8,12
8,3,17
3,394,2
394,3,11
3,471,17
471,3,10
3,14,7
14,3,6
3,15,6
15,3,13
3,17,3
17,3,13
3,323,2
323,3,8
3,277,17
277,3,6
3,278,9
278,3,4
3,23,4
23,3,7
3,792,9
792,3,6
3,459,10
459,3,6
3,157,0
157,3,8
3,31,15
31,3,13
3,418,16
418,3,11
3,549,2
549,3,14
3,38,7
38,3,6
3,426,9
426,3,6
3,43,7
43,3,15
3,173,12
173,3,21
3,47,7
47,3,4
3,952,15
952,3,15
3,52,6
52,3,6
3,310,2
310,3,4
3,56,5
56,3,6
3,60,18
60,3,5
3,61,13
61,3,13
3,190,17
190,3,8
3,832,18
832,3,7
3,203,12
203,3,9
3,836,11
836,3,5
3,694,6
694,3,12
3,71,13
71,3,22
3,75,11
75,3,6
3,646,19
646,3,15
3,463,12
463,3,3
3,824,7
824,3,11
3,466,3
466,3,18
3,398,10
398,3,9
3,598,4
598,3,5
3,215,14
215,3,4
3,527,3
527,3,4
3,348,5
348,3,0
3,605,15
605,3,14
3,94,6
94,3,6
3,224,9
224,3,12
3,613,15
613,3,3
3,998,13
998,3,12
3,359,9
359,3,11
3,743,2
743,3,8
3,364,9
364,3,4
3,493,7
493,3,1
3,494,7
494,3,11
3,882,2
882,3,10
3,822,15
822,3,11
3,756,20
756,3,8
3,506,13
506,3,10
3,622,11
622,3,8
4,409,2
409,4,15
4,130,7
130,4,8
4,5,5
5,4,0
4,8,5
8,4,12
4,9,8
9,4,9
4,11,6
11,4,9
4,14,0
14,4,5
4,15,11
15,4,3
4,145,9
145,4,11
4,153,19
153,4,5
4,24,14
24,4,14
4,25,8
25,4,4
4,475,15
475,4,7
4,169,13
169,4,4
4,42,9
42,4,2
4,46,17
46,4,12
4,691,6
691,4,12
4,52,0
52,4,15
4,182,7
182,4,13
4,962,10
962,4,16
4,822,7
822,4,11
4,70,9
70,4,4
4,76,10
76,4,12
4,973,0
973,4,0
4,79,10
79,4,9
4,336,8
336,4,11
4,81,7
81,4,14
4,339,11
339,4,12
4,853,7
853,4,15
4,87,1
87,4,0
4,152,18
152,4,7
4,335,5
335,4,11
4,655,6
655,4,2
4,995,12
995,4,6
4,593,0
593,4,18
4,615,7
615,4,10
4,622,9
622,4,16
4,116,8
116,4,6
4,117,3
117,4,6
4,758,13
758,4,5
4,890,4
890,4,2
4,819,10
819,4,11
5,150,18
150,5,17
5,6,24
6,5,2
5,513,10
513,5,6
5,651,8
651,5,16
5,130,18
130,5,9
5,15,10
15,5,9
5,640,0
640,5,13
5,785,16
785,5,13
5,530,6
530,5,17
5,403,8
403,5,6
5,148,7
148,5,23
5,661,12
661,5,8
5,22,10
22,5,8
5,24,5
24,5,10
5,26,13
26,5,18
5,27,10
27,5,13
5,156,8
156,5,9
5,158,13
158,5,15
5,31,9
31,5,8
5,304,14
304,5,12
5,607,18
607,5,7
5,37,10
37,5,12
5,678,13
678,5,7
5,681,10
681,5,12
5,941,12
941,5,19
5,176,3
176,5,3
5,945,20
945,5,4
5,53,14
53,5,2
5,182,16
182,5,2
5,441,13
441,5,14
5,442,4
442,5,7
5,351,9
351,5,12
5,828,6
828,5,6
5,202,20
202,5,20
5,318,10
318,5,5
5,450,5
450,5,8
5,70,6
70,5,17
5,801,12
801,5,10
5,73,12
73,5,10
5,74,9
74,5,14
5,75,2
75,5,13
5,336,12
336,5,13
5,337,3
337,5,8
5,514,12
514,5,3
5,84,11
84,5,5
5,642,13
642,5,9
5,697,17
697,5,6
5,856,4
856,5,15
5,473,13
473,5,16
5,90,7
90,5,3
5,91,17
91,5,4
5,220,2
220,5,10
5,506,6
506,5,6
5,223,11
223,5,6
5,101,9
101,5,13
5,486,6
486,5,10
5,488,8
488,5,11
5,746,3
746,5,8
5,747,5
747,5,22
5,492,7
492,5,11
5,786,18
786,5,11
5,497,3
497,5,11
5,984,8
984,5,13
5,374,15
374,5,18
5,826,12
826,5,3
5,250,8
250,5,12
5,251,10
251,5,13
5,765,10
765,5,15
6,7,11
7,6,18
6,8,9
8,6,3
6,9,11
9,6,6
6,10,14
10,6,3
6,11,5
11,6,5
6,12,7
12,6,9
6,13,16
13,6,12
6,14,15
14,6,16
6,528,7
528,6,4
6,17,13
17,6,17
6,20,9
20,6,12
6,21,0
21,6,6
6,23,11
23,6,8
6,24,15
24,6,7
6,28,6
28,6,9
6,29,6
29,6,8
6,36,0
36,6,0
6,39,6
39,6,7
6,41,9
41,6,12
6,42,0
42,6,5
6,43,4
43,6,16
6,44,3
44,6,9
6,557,14
557,6,1
6,54,4
54,6,6
6,61,10
61,6,9
6,581,11
581,6,0
6,70,12
70,6,6
6,73,4
73,6,0
6,75,12
75,6,13
6,79,8
79,6,15
6,83,14
83,6,9
6,597,9
597,6,7
6,603,2
603,6,12
6,93,8
93,6,13
6,94,16
94,6,17
6,96,12
96,6,7
6,97,13
97,6,2
6,99,8
99,6,12
6,105,3
105,6,13
6,107,9
107,6,5
6,112,2
112,6,9
6,637,9
637,6,12
6,131,0
131,6,9
6,138,8
138,6,20
6,535,4
535,6,16
6,140,10
140,6,13
6,145,12
145,6,10
6,149,14
149,6,2
6,664,9
664,6,5
6,154,19
154,6,7
6,156,9
156,6,17
6,161,11
161,6,9
6,678,5
678,6,10
6,170,6
170,6,8
6,180,14
180,6,6
6,698,13
698,6,1
6,188,15
188,6,7
6,189,11
189,6,6
6,191,9
191,6,12
6,210,11
210,6,9
6,212,1
212,6,10
6,214,7
214,6,10
6,220,19
220,6,12
6,733,8
733,6,10
6,748,9
748,6,4
6,250,11
250,6,1
6,768,9
768,6,7
6,769,7
769,6,7
6,258,15
258,6,8
6,259,17
259,6,12
6,784,5
784,6,15
6,643,3
643,6,24
6,294,9
294,6,11
6,298,9
298,6,7
6,299,23
299,6,10
6,308,14
308,6,4
6,310,14
310,6,13
6,827,9
827,6,7
6,650,13
650,6,14
6,832,7
832,6,0
6,331,20
331,6,10
6,333,4
333,6,11
6,859,10
859,6,2
6,861,8
861,6,12
6,356,14
356,6,7
6,869,10
869,6,19
6,359,0
359,6,14
6,362,8
362,6,1
6,366,6
366,6,0
6,829,11
829,6,9
6,373,13
373,6,10
6,888,17
888,6,2
6,377,15
377,6,10
6,904,7
904,6,5
6,910,4
910,6,5
6,400,9
400,6,10
6,915,6
915,6,5
6,927,13
927,6,4
6,418,12
418,6,9
6,426,5
426,6,6
6,946,5
946,6,11
6,445,16
445,6,8
6,843,7
843,6,4
6,978,19
978,6,7
6,468,0
468,6,12
6,481,9
481,6,8
6,997,2
997,6,16
6,491,2
491,6,8
6,511,16
511,6,0
7,260,13
260,7,8
7,648,0
648,7,7
